,FL_DATE,OP_CARRIER_AIRLINE_ID,OP_CARRIER_FL_NUM,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
30390,2019-12-26,19790,990,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1338,1423.0,45.0,22.0,16.0,1630,1729.0,59.0,0.0,,0.0,6.0,0.0,52.0,0.0,1.0
30391,2019-12-26,19930,1248,SEA,"Seattle, WA",LAX,"Los Angeles, CA",2150,2153.0,3.0,14.0,62.0,38,101.0,23.0,0.0,,0.0,0.0,0.0,23.0,0.0,0.0
30392,2019-12-26,19930,621,AUS,"Austin, TX",SEA,"Seattle, WA",1940,1936.0,-4.0,20.0,33.0,2220,2211.0,-9.0,0.0,,0.0,,,,,
30393,2019-12-26,19930,166,SEA,"Seattle, WA",AUS,"Austin, TX",755,749.0,-6.0,18.0,7.0,1355,1350.0,-5.0,0.0,,0.0,,,,,
30395,2019-12-26,19790,2735,AUS,"Austin, TX",SEA,"Seattle, WA",600,605.0,5.0,14.0,11.0,846,815.0,-31.0,0.0,,0.0,,,,,
30397,2019-12-26,19790,1106,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1115,1208.0,53.0,26.0,49.0,1353,1525.0,92.0,0.0,,0.0,0.0,0.0,47.0,0.0,45.0
30398,2019-12-26,19930,1247,LAX,"Los Angeles, CA",SEA,"Seattle, WA",600,556.0,-4.0,27.0,15.0,904,911.0,7.0,0.0,,0.0,,,,,
30400,2019-12-26,19790,618,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1333,1329.0,-4.0,17.0,29.0,1607,1612.0,5.0,0.0,,0.0,,,,,
30401,2019-12-26,19790,129,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1135,1212.0,37.0,36.0,6.0,1437,1525.0,48.0,0.0,,0.0,16.0,0.0,11.0,0.0,21.0
30402,2019-12-26,19790,128,SEA,"Seattle, WA",LAX,"Los Angeles, CA",935,1018.0,43.0,36.0,11.0,1216,1303.0,47.0,0.0,,0.0,4.0,0.0,4.0,0.0,39.0
30403,2019-12-26,19930,1786,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1345,1345.0,0.0,17.0,23.0,1638,1625.0,-13.0,0.0,,0.0,,,,,
30404,2019-12-26,19930,1778,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1730,1803.0,33.0,29.0,9.0,2018,2040.0,22.0,0.0,,0.0,22.0,0.0,0.0,0.0,0.0
30405,2019-12-26,19930,1503,LAX,"Los Angeles, CA",SEA,"Seattle, WA",730,727.0,-3.0,23.0,11.0,1034,1030.0,-4.0,0.0,,0.0,,,,,
30406,2019-12-26,19930,416,SEA,"Seattle, WA",LAX,"Los Angeles, CA",740,817.0,37.0,31.0,11.0,1030,1101.0,31.0,0.0,,0.0,0.0,0.0,31.0,0.0,0.0
30407,2019-12-26,19930,404,SEA,"Seattle, WA",LAX,"Los Angeles, CA",600,600.0,0.0,45.0,20.0,850,908.0,18.0,0.0,,0.0,0.0,0.0,18.0,0.0,0.0
30408,2019-12-26,20304,5552,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2033,2100.0,27.0,34.0,10.0,2338,17.0,39.0,0.0,,0.0,0.0,0.0,12.0,0.0,27.0
30410,2019-12-26,19790,302,SEA,"Seattle, WA",JFK,"New York, NY",2259,2255.0,-4.0,21.0,8.0,705,704.0,-1.0,0.0,,0.0,,,,,
30411,2019-12-26,19790,183,JFK,"New York, NY",SEA,"Seattle, WA",705,702.0,-3.0,29.0,18.0,1035,1030.0,-5.0,0.0,,0.0,,,,,
30412,2019-12-26,19790,182,SEA,"Seattle, WA",JFK,"New York, NY",1140,1137.0,-3.0,18.0,41.0,1958,2006.0,8.0,0.0,,0.0,,,,,
30413,2019-12-26,19930,1063,JFK,"New York, NY",SEA,"Seattle, WA",1840,1832.0,-8.0,39.0,11.0,2211,2201.0,-10.0,0.0,,0.0,,,,,
30414,2019-12-26,19930,628,SEA,"Seattle, WA",JFK,"New York, NY",730,724.0,-6.0,39.0,7.0,1550,1553.0,3.0,0.0,,0.0,,,,,
30415,2019-12-26,19930,426,SEA,"Seattle, WA",JFK,"New York, NY",1415,1410.0,-5.0,12.0,18.0,2234,2220.0,-14.0,0.0,,0.0,,,,,
30416,2019-12-26,19790,1191,JFK,"New York, NY",SEA,"Seattle, WA",1105,1112.0,7.0,17.0,10.0,1435,1416.0,-19.0,0.0,,0.0,,,,,
30417,2019-12-26,19930,1003,AUS,"Austin, TX",SEA,"Seattle, WA",610,601.0,-9.0,14.0,30.0,850,837.0,-13.0,0.0,,0.0,,,,,
30418,2019-12-26,19930,18,SEA,"Seattle, WA",JFK,"New York, NY",2145,2159.0,14.0,15.0,32.0,604,621.0,17.0,0.0,,0.0,5.0,0.0,3.0,0.0,9.0
30419,2019-12-26,19930,7,JFK,"New York, NY",SEA,"Seattle, WA",730,723.0,-7.0,69.0,9.0,1057,1110.0,13.0,0.0,,0.0,,,,,
30420,2019-12-26,20409,264,SEA,"Seattle, WA",JFK,"New York, NY",2228,2228.0,0.0,18.0,7.0,634,635.0,1.0,0.0,,0.0,,,,,
30421,2019-12-26,20409,263,JFK,"New York, NY",SEA,"Seattle, WA",1745,1736.0,-9.0,21.0,7.0,2118,2040.0,-38.0,0.0,,0.0,,,,,
30422,2019-12-26,19790,2699,JFK,"New York, NY",SEA,"Seattle, WA",1559,1556.0,-3.0,12.0,7.0,1939,1849.0,-50.0,0.0,,0.0,,,,,
30423,2019-12-26,19790,2503,JFK,"New York, NY",SEA,"Seattle, WA",1820,1816.0,-4.0,16.0,12.0,2155,2114.0,-41.0,0.0,,0.0,,,,,
30424,2019-12-26,19930,90,JFK,"New York, NY",SEA,"Seattle, WA",920,928.0,8.0,29.0,9.0,1247,1229.0,-18.0,0.0,,0.0,,,,,
30425,2019-12-26,19930,394,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1555,1625.0,30.0,17.0,14.0,1843,1851.0,8.0,0.0,,0.0,,,,,
30427,2019-12-26,19790,1836,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1859,1859.0,0.0,14.0,25.0,2157,2218.0,21.0,0.0,,0.0,0.0,0.0,21.0,0.0,0.0
30428,2019-12-26,19930,355,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2000,2019.0,19.0,20.0,6.0,2258,2322.0,24.0,0.0,,0.0,19.0,0.0,5.0,0.0,0.0
30430,2019-12-26,19790,1542,SEA,"Seattle, WA",JFK,"New York, NY",1540,1539.0,-1.0,15.0,11.0,2346,2340.0,-6.0,0.0,,0.0,,,,,
30431,2019-12-26,19930,286,SEA,"Seattle, WA",LAX,"Los Angeles, CA",500,455.0,-5.0,16.0,28.0,745,737.0,-8.0,0.0,,0.0,,,,,
30432,2019-12-26,20304,5782,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1313,1333.0,20.0,27.0,11.0,1608,1615.0,7.0,0.0,,0.0,,,,,
30433,2019-12-26,20304,5752,SEA,"Seattle, WA",LAX,"Los Angeles, CA",903,926.0,23.0,35.0,23.0,1158,1237.0,39.0,0.0,,0.0,0.0,0.0,39.0,0.0,0.0
30434,2019-12-26,19790,1742,LAX,"Los Angeles, CA",SEA,"Seattle, WA",700,653.0,-7.0,17.0,10.0,1001,951.0,-10.0,0.0,,0.0,,,,,
30435,2019-12-26,20304,5703,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1900,1936.0,36.0,18.0,17.0,2155,2211.0,16.0,0.0,,0.0,0.0,0.0,0.0,0.0,16.0
30436,2019-12-26,20304,5475,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1520,1557.0,37.0,25.0,8.0,1824,1908.0,44.0,0.0,,0.0,0.0,0.0,7.0,0.0,37.0
30437,2019-12-26,19790,2540,LAX,"Los Angeles, CA",SEA,"Seattle, WA",928,955.0,27.0,23.0,11.0,1230,1255.0,25.0,0.0,,0.0,0.0,0.0,25.0,0.0,0.0
30438,2019-12-26,19790,2524,SEA,"Seattle, WA",LAX,"Los Angeles, CA",730,731.0,1.0,46.0,13.0,1012,1027.0,15.0,0.0,,0.0,0.0,0.0,15.0,0.0,0.0
30439,2019-12-26,19790,2423,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1625,1716.0,51.0,13.0,3.0,1921,251.0,,0.0,,1.0,,,,,
30440,2019-12-26,19790,2388,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2103,2105.0,2.0,12.0,9.0,2359,2358.0,-1.0,0.0,,0.0,,,,,
30441,2019-12-26,19790,1907,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1854,1851.0,-3.0,14.0,14.0,2130,2116.0,-14.0,0.0,,0.0,,,,,
30442,2019-12-26,20304,5546,LAX,"Los Angeles, CA",SEA,"Seattle, WA",926,936.0,10.0,37.0,11.0,1237,1259.0,22.0,0.0,,0.0,0.0,0.0,12.0,0.0,10.0
30443,2019-12-26,19930,1146,SEA,"Seattle, WA",AUS,"Austin, TX",1740,1819.0,39.0,22.0,5.0,2339,25.0,46.0,0.0,,0.0,0.0,0.0,7.0,0.0,39.0
30444,2019-12-26,19930,310,SEA,"Seattle, WA",LAX,"Los Angeles, CA",840,915.0,35.0,26.0,52.0,1130,1231.0,61.0,0.0,,0.0,0.0,0.0,61.0,0.0,0.0
30445,2019-12-26,19930,808,SEA,"Seattle, WA",HNL,"Honolulu, HI",1000,954.0,-6.0,23.0,31.0,1435,1443.0,8.0,0.0,,0.0,,,,,
30446,2019-12-26,19930,912,HNL,"Honolulu, HI",SEA,"Seattle, WA",1605,1611.0,6.0,14.0,11.0,4,2354.0,-10.0,0.0,,0.0,,,,,
30447,2019-12-26,19930,896,HNL,"Honolulu, HI",SEA,"Seattle, WA",1135,1135.0,0.0,23.0,6.0,1935,1932.0,-3.0,0.0,,0.0,,,,,
30448,2019-12-26,19930,893,SEA,"Seattle, WA",HNL,"Honolulu, HI",735,742.0,7.0,45.0,14.0,1205,1214.0,9.0,0.0,,0.0,,,,,
30449,2019-12-26,19690,22,HNL,"Honolulu, HI",SEA,"Seattle, WA",1420,1445.0,25.0,12.0,7.0,2205,2229.0,24.0,0.0,,0.0,0.0,0.0,0.0,24.0,0.0
30450,2019-12-26,19930,246,HNL,"Honolulu, HI",SEA,"Seattle, WA",2305,2301.0,-4.0,30.0,5.0,700,652.0,-8.0,0.0,,0.0,,,,,
30451,2019-12-26,19790,2215,SEA,"Seattle, WA",HNL,"Honolulu, HI",1740,1738.0,-2.0,24.0,5.0,2215,2135.0,-40.0,0.0,,0.0,,,,,
30452,2019-12-26,19790,1887,SEA,"Seattle, WA",HNL,"Honolulu, HI",800,805.0,5.0,40.0,18.0,1235,1236.0,1.0,0.0,,0.0,,,,,
30453,2019-12-26,19690,27,SEA,"Seattle, WA",HNL,"Honolulu, HI",750,816.0,26.0,27.0,12.0,1215,1220.0,5.0,0.0,,0.0,,,,,
30454,2019-12-26,19690,28,HNL,"Honolulu, HI",SEA,"Seattle, WA",2210,2202.0,-8.0,16.0,9.0,550,538.0,-12.0,0.0,,0.0,,,,,
30455,2019-12-26,19790,1048,HNL,"Honolulu, HI",SEA,"Seattle, WA",2145,2143.0,-2.0,18.0,9.0,528,515.0,-13.0,0.0,,0.0,,,,,
30456,2019-12-26,19930,983,SEA,"Seattle, WA",HNL,"Honolulu, HI",1730,1727.0,-3.0,18.0,6.0,2205,2123.0,-42.0,0.0,,0.0,,,,,
30458,2019-12-26,19805,305,MIA,"Miami, FL",SEA,"Seattle, WA",2032,2032.0,0.0,24.0,12.0,27,2357.0,-30.0,0.0,,0.0,,,,,
30460,2019-12-26,19790,1074,HNL,"Honolulu, HI",SEA,"Seattle, WA",1400,1357.0,-3.0,19.0,9.0,2153,2143.0,-10.0,0.0,,0.0,,,,,
30461,2019-12-26,19805,690,SEA,"Seattle, WA",MIA,"Miami, FL",2252,2304.0,12.0,13.0,11.0,734,743.0,9.0,0.0,,0.0,,,,,
30462,2019-12-26,19690,21,SEA,"Seattle, WA",HNL,"Honolulu, HI",905,904.0,-1.0,21.0,28.0,1330,1320.0,-10.0,0.0,,0.0,,,,,
30463,2019-12-27,19790,2540,LAX,"Los Angeles, CA",SEA,"Seattle, WA",928,949.0,21.0,21.0,7.0,1230,1300.0,30.0,0.0,,0.0,2.0,0.0,9.0,0.0,19.0
30464,2019-12-27,19790,2524,SEA,"Seattle, WA",LAX,"Los Angeles, CA",730,727.0,-3.0,19.0,15.0,1012,954.0,-18.0,0.0,,0.0,,,,,
30465,2019-12-27,19790,2423,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1625,1621.0,-4.0,23.0,11.0,1921,1940.0,19.0,0.0,,0.0,0.0,0.0,19.0,0.0,0.0
30467,2019-12-27,19790,1907,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1854,1855.0,1.0,15.0,11.0,2130,2115.0,-15.0,0.0,,0.0,,,,,
30468,2019-12-27,19790,1836,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1859,1910.0,11.0,20.0,6.0,2157,2214.0,17.0,0.0,,0.0,11.0,0.0,6.0,0.0,0.0
30469,2019-12-27,19790,1742,LAX,"Los Angeles, CA",SEA,"Seattle, WA",700,655.0,-5.0,12.0,14.0,1001,1001.0,0.0,0.0,,0.0,,,,,
30470,2019-12-27,19930,447,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1540,1544.0,4.0,36.0,16.0,1838,1918.0,40.0,0.0,,0.0,0.0,0.0,40.0,0.0,0.0
30471,2019-12-27,19790,1542,SEA,"Seattle, WA",JFK,"New York, NY",1540,1545.0,5.0,22.0,17.0,2346,2400.0,14.0,0.0,,0.0,,,,,
30472,2019-12-27,19790,1467,SEA,"Seattle, WA",JFK,"New York, NY",745,758.0,13.0,46.0,10.0,1600,1633.0,33.0,0.0,,0.0,13.0,0.0,20.0,0.0,0.0
30473,2019-12-27,19790,1191,JFK,"New York, NY",SEA,"Seattle, WA",1105,1105.0,0.0,27.0,4.0,1435,1420.0,-15.0,0.0,,0.0,,,,,
30474,2019-12-27,19790,302,SEA,"Seattle, WA",JFK,"New York, NY",2259,2310.0,11.0,13.0,9.0,705,719.0,14.0,0.0,,0.0,,,,,
30475,2019-12-27,19790,183,JFK,"New York, NY",SEA,"Seattle, WA",705,704.0,-1.0,28.0,12.0,1035,1019.0,-16.0,0.0,,0.0,,,,,
30476,2019-12-27,19790,182,SEA,"Seattle, WA",JFK,"New York, NY",1140,1143.0,3.0,37.0,8.0,1958,2005.0,7.0,0.0,,0.0,,,,,
30477,2019-12-27,19930,1063,JFK,"New York, NY",SEA,"Seattle, WA",1840,1837.0,-3.0,51.0,7.0,2211,2218.0,7.0,0.0,,0.0,,,,,
30478,2019-12-27,19930,628,SEA,"Seattle, WA",JFK,"New York, NY",730,737.0,7.0,26.0,8.0,1550,1551.0,1.0,0.0,,0.0,,,,,
30479,2019-12-27,19930,426,SEA,"Seattle, WA",JFK,"New York, NY",1415,1412.0,-3.0,12.0,14.0,2234,2229.0,-5.0,0.0,,0.0,,,,,
30480,2019-12-27,19930,90,JFK,"New York, NY",SEA,"Seattle, WA",920,915.0,-5.0,27.0,7.0,1247,1237.0,-10.0,0.0,,0.0,,,,,
30481,2019-12-27,19930,18,SEA,"Seattle, WA",JFK,"New York, NY",2145,2223.0,38.0,53.0,10.0,604,707.0,63.0,0.0,,0.0,38.0,0.0,25.0,0.0,0.0
30485,2019-12-27,19790,1282,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1719,1811.0,52.0,25.0,12.0,1955,2038.0,43.0,0.0,,0.0,7.0,2.0,0.0,0.0,34.0
30486,2019-12-27,19930,549,LAX,"Los Angeles, CA",SEA,"Seattle, WA",850,844.0,-6.0,24.0,11.0,1154,1158.0,4.0,0.0,,0.0,,,,,
30487,2019-12-27,19930,551,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1740,1744.0,4.0,16.0,9.0,2035,2059.0,24.0,0.0,,0.0,0.0,0.0,24.0,0.0,0.0
30488,2019-12-27,19930,653,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2245,2245.0,0.0,27.0,4.0,140,145.0,5.0,0.0,,0.0,,,,,
30489,2019-12-27,19930,881,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1230,1234.0,4.0,17.0,14.0,1534,1540.0,6.0,0.0,,0.0,,,,,
30490,2019-12-27,19930,1007,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1325,1328.0,3.0,17.0,10.0,1629,1638.0,9.0,0.0,,0.0,,,,,
30491,2019-12-27,19930,1052,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1150,1143.0,-7.0,38.0,8.0,1443,1424.0,-19.0,0.0,,0.0,,,,,
30494,2019-12-27,20304,5475,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1520,1556.0,36.0,34.0,14.0,1824,1925.0,61.0,0.0,,0.0,0.0,0.0,25.0,0.0,36.0
30496,2019-12-27,19930,1778,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1730,1802.0,32.0,19.0,40.0,2018,2054.0,36.0,0.0,,0.0,10.0,0.0,4.0,0.0,22.0
30497,2019-12-27,19930,472,SEA,"Seattle, WA",LAX,"Los Angeles, CA",650,646.0,-4.0,20.0,18.0,940,918.0,-22.0,0.0,,0.0,,,,,
30498,2019-12-27,19790,128,SEA,"Seattle, WA",LAX,"Los Angeles, CA",935,948.0,13.0,17.0,11.0,1216,1210.0,-6.0,0.0,,0.0,,,,,
30499,2019-12-27,19790,129,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1135,1135.0,0.0,13.0,5.0,1437,1436.0,-1.0,0.0,,0.0,,,,,
30500,2019-12-27,19790,618,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1333,1330.0,-3.0,12.0,8.0,1607,1539.0,-28.0,0.0,,0.0,,,,,
30501,2019-12-27,19790,990,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1338,1422.0,44.0,9.0,5.0,1630,1716.0,46.0,0.0,,0.0,22.0,0.0,2.0,0.0,22.0
30502,2019-12-27,19790,1078,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1530,1544.0,14.0,18.0,10.0,1802,1801.0,-1.0,0.0,,0.0,,,,,
30503,2019-12-27,19790,1106,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1115,1117.0,2.0,27.0,6.0,1353,1343.0,-10.0,0.0,,0.0,,,,,
30504,2019-12-27,19930,1503,LAX,"Los Angeles, CA",SEA,"Seattle, WA",730,723.0,-7.0,15.0,15.0,1034,1034.0,0.0,0.0,,0.0,,,,,
30505,2019-12-27,19930,465,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1110,1125.0,15.0,36.0,5.0,1414,1442.0,28.0,0.0,,0.0,0.0,0.0,28.0,0.0,0.0
30506,2019-12-27,19930,621,AUS,"Austin, TX",SEA,"Seattle, WA",1940,2005.0,25.0,12.0,9.0,2220,2229.0,9.0,0.0,,0.0,,,,,
30509,2019-12-27,19930,893,SEA,"Seattle, WA",HNL,"Honolulu, HI",735,733.0,-2.0,23.0,4.0,1205,1151.0,-14.0,0.0,,0.0,,,,,
30510,2019-12-27,19930,808,SEA,"Seattle, WA",HNL,"Honolulu, HI",1000,959.0,-1.0,32.0,6.0,1435,1433.0,-2.0,0.0,,0.0,,,,,
30511,2019-12-27,19930,246,HNL,"Honolulu, HI",SEA,"Seattle, WA",2305,2334.0,29.0,20.0,11.0,700,711.0,11.0,0.0,,0.0,,,,,
30512,2019-12-27,19690,28,HNL,"Honolulu, HI",SEA,"Seattle, WA",2210,2225.0,15.0,13.0,13.0,550,541.0,-9.0,0.0,,0.0,,,,,
30513,2019-12-27,19690,27,SEA,"Seattle, WA",HNL,"Honolulu, HI",750,749.0,-1.0,25.0,12.0,1215,1215.0,0.0,0.0,,0.0,,,,,
30514,2019-12-27,19690,22,HNL,"Honolulu, HI",SEA,"Seattle, WA",1420,1435.0,15.0,22.0,6.0,2205,2200.0,-5.0,0.0,,0.0,,,,,
30515,2019-12-27,19690,21,SEA,"Seattle, WA",HNL,"Honolulu, HI",905,902.0,-3.0,16.0,6.0,1330,1314.0,-16.0,0.0,,0.0,,,,,
30517,2019-12-27,19930,7,JFK,"New York, NY",SEA,"Seattle, WA",730,731.0,1.0,28.0,7.0,1057,1053.0,-4.0,0.0,,0.0,,,,,
30518,2019-12-27,20409,263,JFK,"New York, NY",SEA,"Seattle, WA",1745,1751.0,6.0,17.0,3.0,2118,2055.0,-23.0,0.0,,0.0,,,,,
30519,2019-12-27,19805,1471,SEA,"Seattle, WA",MIA,"Miami, FL",2030,2026.0,-4.0,14.0,7.0,509,508.0,-1.0,0.0,,0.0,,,,,
30520,2019-12-27,19805,689,MIA,"Miami, FL",SEA,"Seattle, WA",1932,1928.0,-4.0,19.0,11.0,2327,2303.0,-24.0,0.0,,0.0,,,,,
30521,2019-12-27,19805,690,SEA,"Seattle, WA",MIA,"Miami, FL",2252,2252.0,0.0,21.0,8.0,734,738.0,4.0,0.0,,0.0,,,,,
30522,2019-12-27,19805,305,MIA,"Miami, FL",SEA,"Seattle, WA",2032,2030.0,-2.0,21.0,12.0,27,2353.0,-34.0,0.0,,0.0,,,,,
30523,2019-12-27,20304,5752,SEA,"Seattle, WA",LAX,"Los Angeles, CA",903,901.0,-2.0,24.0,19.0,1158,1148.0,-10.0,0.0,,0.0,,,,,
30525,2019-12-27,19790,2699,JFK,"New York, NY",SEA,"Seattle, WA",1559,1554.0,-5.0,25.0,6.0,1939,1904.0,-35.0,0.0,,0.0,,,,,
30527,2019-12-27,19790,2503,JFK,"New York, NY",SEA,"Seattle, WA",1820,1814.0,-6.0,30.0,9.0,2155,2129.0,-26.0,0.0,,0.0,,,,,
30528,2019-12-27,19930,983,SEA,"Seattle, WA",HNL,"Honolulu, HI",1730,1744.0,14.0,15.0,5.0,2205,2212.0,7.0,0.0,,0.0,,,,,
30529,2019-12-27,19790,1074,HNL,"Honolulu, HI",SEA,"Seattle, WA",1400,1401.0,1.0,23.0,9.0,2153,2146.0,-7.0,0.0,,0.0,,,,,
30531,2019-12-27,19930,419,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1640,1636.0,-4.0,16.0,8.0,1938,1945.0,7.0,0.0,,0.0,,,,,
30532,2019-12-27,19930,416,SEA,"Seattle, WA",LAX,"Los Angeles, CA",740,739.0,-1.0,28.0,10.0,1030,1010.0,-20.0,0.0,,0.0,,,,,
30533,2019-12-27,19930,404,SEA,"Seattle, WA",LAX,"Los Angeles, CA",600,600.0,0.0,23.0,12.0,850,831.0,-19.0,0.0,,0.0,,,,,
30534,2019-12-27,19930,394,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1555,1609.0,14.0,20.0,11.0,1843,1830.0,-13.0,0.0,,0.0,,,,,
30535,2019-12-27,19930,355,LAX,"Los Angeles, CA",SEA,"Seattle, WA",2000,2009.0,9.0,52.0,11.0,2258,2341.0,43.0,0.0,,0.0,9.0,0.0,34.0,0.0,0.0
30536,2019-12-27,19930,166,SEA,"Seattle, WA",AUS,"Austin, TX",755,804.0,9.0,28.0,3.0,1355,1414.0,19.0,0.0,,0.0,9.0,0.0,10.0,0.0,0.0
30537,2019-12-27,19930,531,LAX,"Los Angeles, CA",SEA,"Seattle, WA",950,944.0,-6.0,21.0,11.0,1254,1258.0,4.0,0.0,,0.0,,,,,
30538,2019-12-27,19790,1048,HNL,"Honolulu, HI",SEA,"Seattle, WA",2145,2137.0,-8.0,17.0,6.0,528,456.0,-32.0,0.0,,0.0,,,,,
30539,2019-12-27,19930,1003,AUS,"Austin, TX",SEA,"Seattle, WA",610,605.0,-5.0,14.0,14.0,850,828.0,-22.0,0.0,,0.0,,,,,
30540,2019-12-27,19790,2735,AUS,"Austin, TX",SEA,"Seattle, WA",600,558.0,-2.0,13.0,12.0,846,813.0,-33.0,0.0,,0.0,,,,,
30541,2019-12-27,19790,2876,SEA,"Seattle, WA",AUS,"Austin, TX",1719,1717.0,-2.0,15.0,6.0,2315,2305.0,-10.0,0.0,,0.0,,,,,
30542,2019-12-27,19930,349,LAX,"Los Angeles, CA",SEA,"Seattle, WA",1900,1905.0,5.0,32.0,10.0,2158,2230.0,32.0,0.0,,0.0,0.0,0.0,32.0,0.0,0.0
30543,2019-12-27,19930,310,SEA,"Seattle, WA",LAX,"Los Angeles, CA",840,922.0,42.0,18.0,11.0,1130,1145.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0
30544,2019-12-27,19930,286,SEA,"Seattle, WA",LAX,"Los Angeles, CA",500,456.0,-4.0,20.0,12.0,745,721.0,-24.0,0.0,,0.0,,,,,
30546,2019-12-27,19790,2215,SEA,"Seattle, WA",HNL,"Honolulu, HI",1740,1735.0,-5.0,19.0,8.0,2215,2149.0,-26.0,0.0,,0.0,,,,,
30547,2019-12-27,19790,1887,SEA,"Seattle, WA",HNL,"Honolulu, HI",800,803.0,3.0,38.0,4.0,1235,1227.0,-8.0,0.0,,0.0,,,,,
30548,2019-12-27,19930,1146,SEA,"Seattle, WA",AUS,"Austin, TX",1740,1820.0,40.0,21.0,8.0,2339,32.0,53.0,0.0,,0.0,0.0,0.0,13.0,0.0,40.0
30550,2019-12-28,19790,182,SEA,"Seattle, WA",JFK,"New York, NY",1140,1140.0,0.0,23.0,16.0,1958,2004.0,6.0,0.0,,0.0,,,,,
30551,2019-12-28,19690,27,SEA,"Seattle, WA",HNL,"Honolulu, HI",750,749.0,-1.0,21.0,10.0,1215,1216.0,1.0,0.0,,0.0,,,,,
30552,2019-12-28,19790,183,JFK,"New York, NY",SEA,"Seattle, WA",700,658.0,-2.0,25.0,6.0,1030,1006.0,-24.0,0.0,,0.0,,,,,
30553,2019-12-28,19805,1471,SEA,"Seattle, WA",MIA,"Miami, FL",2030,2036.0,6.0,21.0,6.0,509,524.0,15.0,0.0,,0.0,4.0,0.0,9.0,0.0,2.0
30554,2019-12-28,19805,305,MIA,"Miami, FL",SEA,"Seattle, WA",2035,2042.0,7.0,17.0,10.0,30,7.0,-23.0,0.0,,0.0,,,,,
30555,2019-12-28,19805,690,SEA,"Seattle, WA",MIA,"Miami, FL",2252,2323.0,31.0,20.0,4.0,734,803.0,29.0,0.0,,0.0,8.0,0.0,0.0,0.0,21.0
30557,2019-12-28,19790,1048,HNL,"Honolulu, HI",SEA,"Seattle, WA",2145,2227.0,42.0,15.0,7.0,528,600.0,32.0,0.0,,0.0,3.0,0.0,0.0,0.0,29.0
30558,2019-12-28,19790,1074,HNL,"Honolulu, HI",SEA,"Seattle, WA",1400,1354.0,-6.0,16.0,11.0,2153,2204.0,11.0,0.0,,0.0,,,,,
30559,2019-12-28,19790,1887,SEA,"Seattle, WA",HNL,"Honolulu, HI",800,804.0,4.0,30.0,3.0,1235,1225.0,-10.0,0.0,,0.0,,,,,
30560,2019-12-28,19690,28,HNL,"Honolulu, HI",SEA,"Seattle, WA",2210,2218.0,8.0,13.0,6.0,550,617.0,27.0,0.0,,0.0,27.0,0.0,0.0,0.0,0.0
30561,2019-12-28,19790,2215,SEA,"Seattle, WA",HNL,"Honolulu, HI",1740,1732.0,-8.0,27.0,3.0,2215,2152.0,-23.0,0.0,,0.0,,,,,
30562,2019-12-28,19930,808,SEA,"Seattle, WA",HNL,"Honolulu, HI",1000,1013.0,13.0,24.0,19.0,1435,1449.0,14.0,0.0,,0.0,,,,,
